Taxa,Year,Quantity,Frequency,Kingdom,Phylum,Class,Order,Family,Genus,Species
Rhinecanthus aculeatus,2015,5,4,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Rhinecanthus,Rhinecanthus aculeatus
Rhinecanthus aculeatus,2016,2,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Rhinecanthus,Rhinecanthus aculeatus
Rhinecanthus aculeatus,2017,4,2,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Rhinecanthus,Rhinecanthus aculeatus
Rhinecanthus aculeatus,2019,5,2,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Rhinecanthus,Rhinecanthus aculeatus
Rhinecanthus rectangulus,2015,3,3,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Rhinecanthus,Rhinecanthus rectangulus
Rhinecanthus rectangulus,2016,3,2,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Rhinecanthus,Rhinecanthus rectangulus
Rhinecanthus rectangulus,2017,1,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Rhinecanthus,Rhinecanthus rectangulus
Rhinecanthus rectangulus,2019,1,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Rhinecanthus,Rhinecanthus rectangulus
Rhinomuraena quaesita,2015,2,2,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Rhinomuraena,Rhinomuraena quaesita
Rhinomuraena quaesita,2016,3,3,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Rhinomuraena,Rhinomuraena quaesita
Rhinomuraena quaesita,2017,1,1,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Rhinomuraena,Rhinomuraena quaesita
Rhinomuraena quaesita,2018,3,1,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Rhinomuraena,Rhinomuraena quaesita
Rhinomuraena quaesita,2019,3,3,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Rhinomuraena,Rhinomuraena quaesita
Rhodactis inchoata,2016,14,2,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Rhodactis,Rhodactis inchoata
Rhodactis inchoata,2017,3,3,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Rhodactis,Rhodactis inchoata
Rhodactis indosinensis,2015,1,1,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Rhodactis,Rhodactis indosinensis
Rhodactis indosinensis,2016,12,3,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Rhodactis,Rhodactis indosinensis
Rhodactis indosinensis,2017,1,1,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Rhodactis,Rhodactis indosinensis
Rhodactis osculifera,2015,1,1,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Rhodactis,Rhodactis osculifera
Rhodactis osculifera,2016,14,4,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Rhodactis,Rhodactis osculifera
Rhodactis sp.,2015,4,4,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Rhodactis,NA
Rhodactis sp.,2016,2,2,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Rhodactis,NA
Rhodactis sp.,2017,11,8,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Rhodactis,NA
Rhodactis sp.,2019,10,1,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Discosomidae,Rhodactis,NA
Rhynchocinetes uritai,2016,20,2,Animalia,Arthropoda,Malacostraca,Decapoda,Rhynchocinetidae,Rhynchocinetes,Rhynchocinetes uritai
Rhynchocinetes uritai,2018,30,1,Animalia,Arthropoda,Malacostraca,Decapoda,Rhynchocinetidae,Rhynchocinetes,Rhynchocinetes uritai
Ricordea florida,2016,12,1,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Ricordeidae,Ricordea,Ricordea florida
Ricordea florida,2017,12,1,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Ricordeidae,Ricordea,Ricordea florida
Ricordea sp.,2015,14,2,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Ricordeidae,Ricordea,NA
Ricordea sp.,2016,23,4,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Ricordeidae,Ricordea,NA
Ricordea sp.,2017,6,1,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Ricordeidae,Ricordea,NA
Ricordea yuma,2015,5,1,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Ricordeidae,Ricordea,Ricordea yuma
Ricordea yuma,2016,17,3,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Ricordeidae,Ricordea,Ricordea yuma
Ricordea yuma,2017,66,25,Animalia,Cnidaria,Anthozoa,Corallimorpharia,Ricordeidae,Ricordea,Ricordea yuma
Rineloricaria parva,2016,6,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Rineloricaria,Rineloricaria parva
Rineloricaria sp.,2015,540,3,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Rineloricaria,NA
Rineloricaria sp.,2016,110,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Rineloricaria,NA
Rineloricaria sp.,2017,150,2,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Rineloricaria,NA
Rineloricaria sp.,2018,320,2,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Rineloricaria,NA
Rineloricaria sp.,2019,110,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Rineloricaria,NA
Rocio octofasciata,2015,90,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Rocio,Rocio octofasciata
Rocio octofasciata,2016,70,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Rocio,Rocio octofasciata
Rocio octofasciata,2017,200,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Rocio,Rocio octofasciata
Rocio octofasciata,2018,200,3,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Rocio,Rocio octofasciata
Rocio octofasciata,2019,205,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Rocio,Rocio octofasciata
Sabellastarte sp.,2016,4,2,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Sabellastarte,NA
Sabellastarte sp.,2017,20,1,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Sabellastarte,NA
Sabellastarte spectabilis,2016,20,1,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Sabellastarte,Sabellastarte spectabilis
Sabellastarte spectabilis,2017,25,2,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Sabellastarte,Sabellastarte spectabilis
Salarias fasciatus,2015,76,10,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Salarias,Salarias fasciatus
Salarias fasciatus,2016,125,15,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Salarias,Salarias fasciatus
Salarias fasciatus,2017,202,17,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Salarias,Salarias fasciatus
Salarias fasciatus,2018,55,4,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Salarias,Salarias fasciatus
Salarias fasciatus,2019,123,9,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Salarias,Salarias fasciatus
Sarcophyton ehrenbergi,2015,1,1,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sarcophyton,Sarcophyton ehrenbergi
Sarcophyton ehrenbergi,2016,16,5,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sarcophyton,Sarcophyton ehrenbergi
Sarcophyton ehrenbergi,2019,6,4,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sarcophyton,Sarcophyton ehrenbergi
Sarcophyton elegans,2015,2,2,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sarcophyton,Sarcophyton elegans
Sarcophyton glaucum,2015,1,1,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sarcophyton,Sarcophyton glaucum
Sarcophyton sp.,2015,56,16,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sarcophyton,NA
Sarcophyton sp.,2016,20,8,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sarcophyton,NA
Sarcophyton sp.,2017,27,8,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sarcophyton,NA
Satanoperca jurupari,2015,160,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Satanoperca,Satanoperca jurupari
Sawbwa resplendens,2015,900,3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Sawbwa,Sawbwa resplendens
Sawbwa resplendens,2016,250,2,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Sawbwa,Sawbwa resplendens
Sawbwa resplendens,2017,300,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Sawbwa,Sawbwa resplendens
Sawbwa resplendens,2018,900,3,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Sawbwa,Sawbwa resplendens
Scatophagus argus,2015,10,1,Animalia,Chordata,Actinopterygii,Perciformes,Scatophagidae,Scatophagus,Scatophagus argus
Sciaenochromis ahli,2015,70,4,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Sciaenochromis,Sciaenochromis ahli
Sciaenochromis ahli,2016,10,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Sciaenochromis,Sciaenochromis ahli
Sciaenochromis ahli,2018,10,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Sciaenochromis,Sciaenochromis ahli
Sciaenochromis ahli,2019,15,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Sciaenochromis,Sciaenochromis ahli
Sciaenochromis fryeri,2015,40,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Sciaenochromis,Sciaenochromis fryeri
Sciaenochromis fryeri,2017,6,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Sciaenochromis,Sciaenochromis fryeri
Scleractinia,2015,5,5,Animalia,Cnidaria,Anthozoa,Scleractinia,NA,NA,NA
Scleractinia,2016,22,10,Animalia,Cnidaria,Anthozoa,Scleractinia,NA,NA,NA
Scleractinia,2017,114,22,Animalia,Cnidaria,Anthozoa,Scleractinia,NA,NA,NA
Scleromystax barbatus,2018,190,2,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Scleromystax,Scleromystax barbatus
Scleromystax barbatus,2019,70,1,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Scleromystax,Scleromystax barbatus
Scleronephthya sp.,2016,6,2,Animalia,Cnidaria,Anthozoa,Alcyonacea,Nephtheidae,Scleronephthya,NA
Scleropages formosus,2015,56,6,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Scleropages,Scleropages formosus
Scleropages formosus,2016,44,9,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Scleropages,Scleropages formosus
Scleropages formosus,2017,13,3,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Scleropages,Scleropages formosus
Scleropages jardinii,2015,12,1,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Scleropages,Scleropages jardinii
Scleropages jardinii,2016,27,3,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Scleropages,Scleropages jardinii
Scleropages jardinii,2017,22,2,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Scleropages,Scleropages jardinii
Scleropages jardinii,2018,25,2,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Scleropages,Scleropages jardinii
Scleropages jardinii,2019,14,2,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Scleropages,Scleropages jardinii
Scobinancistrus aureatus,2015,60,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Scobinancistrus,Scobinancistrus aureatus
Scolymia sp.,2015,2,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Scolymia,NA
Scolymia sp.,2017,21,2,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Scolymia,NA
Scolymia sp.,2019,33,6,Animalia,Cnidaria,Anthozoa,Scleractinia,Faviidae,Scolymia,NA
Selenotoca multifasciata,2019,65,1,Animalia,Chordata,Actinopterygii,Perciformes,Scatophagidae,Selenotoca,Selenotoca multifasciata
Semaprochilodus insignis,2015,20,1,Animalia,Chordata,Actinopterygii,Characiformes,Prochilodontidae,Semaprochilodus,Semaprochilodus insignis
Semaprochilodus insignis,2017,260,2,Animalia,Chordata,Actinopterygii,Characiformes,Prochilodontidae,Semaprochilodus,Semaprochilodus insignis
Semaprochilodus taeniurus,2016,60,1,Animalia,Chordata,Actinopterygii,Characiformes,Prochilodontidae,Semaprochilodus,Semaprochilodus taeniurus
Semaprochilodus taeniurus,2017,190,4,Animalia,Chordata,Actinopterygii,Characiformes,Prochilodontidae,Semaprochilodus,Semaprochilodus taeniurus
Semaprochilodus taeniurus,2018,203,6,Animalia,Chordata,Actinopterygii,Characiformes,Prochilodontidae,Semaprochilodus,Semaprochilodus taeniurus
Semaprochilodus taeniurus,2019,22,4,Animalia,Chordata,Actinopterygii,Characiformes,Prochilodontidae,Semaprochilodus,Semaprochilodus taeniurus
Seriatopora hystrix,2015,2,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,Seriatopora hystrix
Seriatopora hystrix,2016,8,2,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,Seriatopora hystrix
Seriatopora hystrix,2017,5,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,Seriatopora hystrix
Seriatopora hystrix,2019,6,3,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,Seriatopora hystrix
Seriatopora sp.,2017,15,2,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Seriatopora,NA
Siganus doliatus,2019,5,1,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus doliatus
Siganus magnificus,2015,12,2,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus magnificus
Siganus magnificus,2016,13,4,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus magnificus
Siganus magnificus,2017,12,3,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus magnificus
Siganus magnificus,2019,2,1,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus magnificus
Siganus puelloides,2016,4,1,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus puelloides
Siganus puelloides,2017,12,1,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus puelloides
Siganus puelloides,2019,3,1,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus puelloides
Siganus uspi,2015,15,2,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus uspi
Siganus uspi,2017,10,2,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus uspi
Siganus uspi,2019,5,1,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus uspi
Siganus virgatus,2018,5,1,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus virgatus
Siganus vulpinus,2015,27,7,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus vulpinus
Siganus vulpinus,2016,44,11,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus vulpinus
Siganus vulpinus,2017,70,18,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus vulpinus
Siganus vulpinus,2018,6,2,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus vulpinus
Siganus vulpinus,2019,5,2,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,Siganus vulpinus
Signigobius biocellatus,2015,10,2,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Signigobius,Signigobius biocellatus
Signigobius biocellatus,2016,5,1,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Signigobius,Signigobius biocellatus
Signigobius biocellatus,2017,10,1,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Signigobius,Signigobius biocellatus
Sinularia asterolobata,2015,1,1,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sinularia,Sinularia asterolobata
Sinularia brassica,2016,6,2,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sinularia,Sinularia brassica
Sinularia flexibilis,2015,5,5,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sinularia,Sinularia flexibilis
Sinularia flexibilis,2016,12,4,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sinularia,Sinularia flexibilis
Sinularia flexibilis,2017,21,7,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sinularia,Sinularia flexibilis
Sinularia mollis,2016,3,1,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sinularia,Sinularia mollis
Sinularia sp.,2015,15,6,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sinularia,NA
Sinularia sp.,2016,6,2,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sinularia,NA
Sinularia sp.,2017,4,1,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Sinularia,NA
Sphaeramia nematoptera,2015,4,1,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Sphaeramia,Sphaeramia nematoptera
Sphaeramia nematoptera,2016,20,1,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Sphaeramia,Sphaeramia nematoptera
Sphaeramia nematoptera,2017,40,2,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Sphaeramia,Sphaeramia nematoptera
Sphaeramia nematoptera,2019,21,2,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Sphaeramia,Sphaeramia nematoptera
Sphaerichthys acrostoma,2015,160,1,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Sphaerichthys,Sphaerichthys acrostoma
Sphaerichthys acrostoma,2016,20,1,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Sphaerichthys,Sphaerichthys acrostoma
Sphaerichthys osphromenoides,2015,800,4,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Sphaerichthys,Sphaerichthys osphromenoides
Sphaerichthys osphromenoides,2018,290,2,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Sphaerichthys,Sphaerichthys osphromenoides
Sphaerichthys osphromenoides,2019,297,3,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Sphaerichthys,Sphaerichthys osphromenoides
Sphaerichthys vaillanti,2015,120,2,Animalia,Chordata,Actinopterygii,Perciformes,Osphronemidae,Sphaerichthys,Sphaerichthys vaillanti
Spirobranchus giganteus,2015,20,2,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Spirobranchus,Spirobranchus giganteus
Spirobranchus giganteus,2017,32,8,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Spirobranchus,Spirobranchus giganteus
Spirobranchus giganteus,2019,5,1,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Spirobranchus,Spirobranchus giganteus
Stenopus hispidus,2015,40,4,Animalia,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,Stenopus hispidus
Stenopus hispidus,2016,38,4,Animalia,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,Stenopus hispidus
Stenopus hispidus,2017,18,3,Animalia,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,Stenopus hispidus
Stenopus hispidus,2018,20,2,Animalia,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,Stenopus hispidus
Stenopus hispidus,2019,10,1,Animalia,Arthropoda,Malacostraca,Decapoda,Stenopodidae,Stenopus,Stenopus hispidus
Stichodactyla gigantea,2016,2,2,Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,Stichodactyla gigantea
Stichodactyla gigantea,2017,6,5,Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,Stichodactyla gigantea
Stichodactyla gigantea,2018,5,1,Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,Stichodactyla gigantea
Stichodactyla haddoni,2016,14,2,Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,Stichodactyla haddoni
Stichodactyla mertensii,2016,1,1,Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,Stichodactyla mertensii
Stichodactyla sp.,2015,10,7,Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,NA
Stichodactyla sp.,2016,24,11,Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,NA
Stichodactyla sp.,2017,1,1,Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,NA
Stichodactyla sp.,2019,22,7,Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,NA
Stichodactyla tapetum,2016,15,2,Animalia,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,Stichodactyla tapetum
Stonogobiops nematodes,2015,6,2,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Stonogobiops,Stonogobiops nematodes
Stonogobiops nematodes,2018,10,1,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Stonogobiops,Stonogobiops nematodes
Stonogobiops xanthorhinica,2016,6,1,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Stonogobiops,Stonogobiops xanthorhinica
Stonogobiops xanthorhinica,2017,3,1,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Stonogobiops,Stonogobiops xanthorhinica
Striuntius lineatus,2018,125,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Striuntius,Striuntius lineatus
Sturisomatichthys panamense,2015,350,3,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Sturisomatichthys,Sturisomatichthys panamense
Sturisomatichthys panamense,2016,446,3,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Sturisomatichthys,Sturisomatichthys panamense
Sturisomatichthys panamense,2017,440,2,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Sturisomatichthys,Sturisomatichthys panamense
Sturisomatichthys panamense,2018,818,7,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Sturisomatichthys,Sturisomatichthys panamense
Sturisomatichthys panamense,2019,246,4,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Sturisomatichthys,Sturisomatichthys panamense
Stylaster sp.,2015,1,1,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,NA
Stylaster sp.,2017,4,1,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,Stylaster,NA
Stylophora danae,2019,10,7,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,Stylophora danae
Stylophora pistillata,2016,3,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,Stylophora pistillata
Stylophora pistillata,2017,20,7,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,Stylophora pistillata
Stylophora sp.,2015,6,3,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,NA
Stylophora sp.,2016,6,3,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,NA
Stylophora sp.,2017,10,2,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,NA
Sufflamen chrysopterum,2019,1,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Sufflamen,Sufflamen chrysopterum
Sundadanio axelrodi,2015,30,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Sundadanio,Sundadanio axelrodi
Symphysodon aequifasciatus,2015,1487,91,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Symphysodon,Symphysodon aequifasciatus
Symphysodon aequifasciatus,2016,964,80,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Symphysodon,Symphysodon aequifasciatus
Symphysodon aequifasciatus,2017,1171,25,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Symphysodon,Symphysodon aequifasciatus
Symphysodon aequifasciatus,2018,856,37,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Symphysodon,Symphysodon aequifasciatus
Symphysodon aequifasciatus,2019,542,19,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Symphysodon,Symphysodon aequifasciatus
Symphysodon sp.,2016,150,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Symphysodon,NA
Synchiropus marmoratus,2015,5,1,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Synchiropus,Synchiropus marmoratus
Synchiropus marmoratus,2016,9,2,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Synchiropus,Synchiropus marmoratus
Synchiropus picturatus,2015,36,6,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Synchiropus,Synchiropus picturatus
Synchiropus picturatus,2016,48,6,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Synchiropus,Synchiropus picturatus
Synchiropus picturatus,2017,36,5,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Synchiropus,Synchiropus picturatus
Synchiropus picturatus,2018,17,2,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Synchiropus,Synchiropus picturatus
Synchiropus picturatus,2019,9,2,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Synchiropus,Synchiropus picturatus
Synchiropus splendidus,2015,98,10,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Synchiropus,Synchiropus splendidus
Synchiropus splendidus,2016,102,13,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Synchiropus,Synchiropus splendidus
Synchiropus splendidus,2017,101,10,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Synchiropus,Synchiropus splendidus
Synchiropus splendidus,2018,13,1,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Synchiropus,Synchiropus splendidus
Synchiropus splendidus,2019,53,5,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Synchiropus,Synchiropus splendidus
Syncrossus hymenophysa,2018,65,1,Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Syncrossus,Syncrossus hymenophysa
Synodontis decorus,2019,120,1,Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,Synodontis decorus
Synodontis eupterus,2015,135,2,Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,Synodontis eupterus
Synodontis eupterus,2016,130,2,Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,Synodontis eupterus
Synodontis eupterus,2018,210,2,Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,Synodontis eupterus
Synodontis nigriventris,2015,800,5,Animalia,Chordata,Actinopterygii,Siluriformes,Mochokidae,Synodontis,Synodontis nigriventris
